task_name,index,model_name,prompt,output,score
number_1,883,polyglot-ko-1.3b,"수 8071는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," Korean is a very long word, and words like ### are a very long word.### Q: I have a pencil and paper, and I want to choose one and the other. A: I want to choose one and the other, and if the other one is a gift, I will choose the one.##############################################################################################################################################################################################################################################################################################################################################################################################################",0.0
number_1,884,polyglot-ko-1.3b,"수 8075는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 한국어는 $8,000,000(=$8075)입니다. 질문: 답을 읽을 때, 그들이 영어로 읽어. 답은 어떻게 해? 답: 답은 읽고, 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고 답을 읽을 때 답을 읽어. 질문: 답을 읽을 때, 그들이 한국어로 읽어. 답은 어떻게 해? 답: 답은 읽고",0.0
number_1,885,polyglot-ko-1.3b,"수 8081는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 수 8802, 수 8803, 수 8804, 수 8805, 수 8806, 수 8807, 수 8808, 수 8809, 수 88010, 수 88011, 수 88012, 수 88013, 수 88014, 수 88015, 수 88016, 수 88017, 수 88018, 수 88019, 수 88020, 수 88021, 수 88022, 수 88023, 수 88024, 수 88025, 수 88026, 수 88027, 수 88028, 수 88029, 수 88030, 수 88031, 수 88032, 수 88033, 수 88034, 수 88035, 수 88036, 수 88037, 수 88038, 수 88039, 수 88040, 수 88041, 수 88042, 수 88043, 수 88044, 수 88045, 수 88046, 수 88047, 수 88048, 수 88049, 수 88050, 수 88051, 수 88052, 수 88053, 수 88054, 수 88055, 수 88056, 수 88057, 수 88058, 수 88059, 수 88060, 수 88061, 수 88062, 수 88063, 수 88064, 수 88065, 수 88066, 수 88067, 수 88068, 수 88069, 수 88070, 수 88071, 수 88072, 수 88073, 수 88074, 수 88075, 수 88076, 수 88077, 수 88078, 수 88079, 수 88080, 수 88081, 수 88082, 수 88083, 수 88084, 수 88085, 수 88086, 수 88087, 수 88088, 수 88089, 수 88090, 수 88091, 수 88092, 수 88093, 수 88094, 수 88095, 수 88096, 수 88097, 수 88098, 수 88099, 수 880991, 수 880100, 수 880101, 수 880102, 수",0.0
number_1,886,polyglot-ko-1.3b,"수 8097는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 1/2/3/4/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63/64/65/66/67/68/69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84/85/86/87/88/89/90/91/92/93/94/95/96/97/98/99/100/101/102/103/104/105/106/107/108/109/110/111/112/113/114/115/116/117/118/119/120/121/122/123/124/125/126/127/128/129/130/131/132/133/134/135/136/137/138/139/140/141/142/143/144/145/146/147/148/149/150/151/152/153/154/155/156/157/158/159/160/161/162/163/164/165/166/167/168/169/170/171/172/173/174/175/176/177/178/179/180/181/182/183/184/185/186/187/188/189/190/191/192/193/194/195/196/197/198/199/200/201/202/203/204/205/206/207/208/209/210/211/2,0.0
number_1,887,polyglot-ko-1.3b,"수 8110는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 예를 들어, '수 8110은'이라는 답이 있으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 있으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 있으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 있으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 8110은'이라고 답이 없으면 '수 8110은'이라고 쓰고, '수 81",0.0
number_1,888,polyglot-ko-1.3b,"수 8143는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 8143가 아니라 8143로 출력해.질문: 8143를 한국어로 써줘.답: 8143로 출력해.### 질문: 이 문제는 다음 중에서 어떤 것이 올바른 답이야?답: 음절과 음절 사이의 관계, 음절과 음절 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음절과 단어 사이의 관계, 음",0.0
number_1,889,polyglot-ko-1.3b,"수 8146는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", (8146)(A8146)(8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A8146)(A814,0.0
number_1,890,polyglot-ko-1.3b,"수 8151는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", $8151. $8152. $8153. $8154. $8155. $8156. $8157. $8158. $8159. $8160. $8161. $8162. $8163. $8164. $8165. $8166. $8167. $8168. $8169. $8169. $8169. $8171. $8172. $8173. $8174. $8175. $8176. $8177. $8178. $8179. $8180. $8181. $8182. $8183. $8184. $8185. $8186. $8187. $8188. $8189. $8190. $8191. $8192. $8193. $8194. $8195. $8196. $8197. $8198. $8199. $8200. $8201. $8202. $8203. $8204. $8205. $8206. $8207. $8208. $8209. $8210. $8211. $8212. $8213. $8214. $8215. $8216. $8217. $8218. $8219. $8220. $8221. $8222. $8223. $8224. $8225. $8226. $8227. $8228. $8229. $8230. $8231. $8232. $8233. $8234. $8235. $8236. $8237. $8,0.0
number_1,891,polyglot-ko-1.3b,"수 8155는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 정답 글자를 입력해 주세요. 질문: 한국어로 뭐야? 답: 음절이 뭐였지? (한국어) 한글로 뭐라고 쓰지? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어) 한글로 뭐라고 쓸까? 답: 한글은 음절이 뭐였지? (한국어),0.0
number_1,892,polyglot-ko-1.3b,"수 8201는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 질문: 8201는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​�",0.0
number_1,893,polyglot-ko-1.3b,"수 8203는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", $8203.1. $1 = $10.00.$9.8 = $10.00.$7.3 = $7.00.$6.4 = $6.00.$5.7 = $5.00.$5.6 = $4.00.$4.9 = $4.00.$4.3 = $3.00.$3.6 = $2.00.$2.4 = $1.00.$1.1 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00.$0.0 = $0.00,0.0
number_1,894,polyglot-ko-1.3b,"수 8204는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 한글로 8204는 한글이다.예문) ___ [A]는 한국어로 ___ [A]이다.예문) ___ [B]는 한국어로 ___ [B]이다.예문) ___ [C]는 한국어로 ___ [C]이다.예문) ___ [D]는 한국어로 ___ [D]이다.예문) ___ [E]는 한국어로 ___ [E]이다.예문) ___ [F]는 한국어로 ___ [F]이다.예문) ___ [G]는 한국어로 ___ [G]이다.예문) ___ [H]는 한국어로 ___ [H]이다.예문) ___ [I]는 한국어로 ___ [I]이다.예문) ___ [J]는 한국어로 ___ [J]이다.예문) ___ [K]는 한국어로 ___ [K]이다.예문) ___ [L]은 한국어로 ___ [L]이다.예문) ___ [M]은 한국어로 ___ [M]이다.예문) ___ [N]은 한국어로 ___ [N]이다.예문) ___ [O]는 한국어로 ___ [O]이다.예문) ___ [P]는 한국어로 ___ [P]이다.예문) ___ [Q]는 한국어로 ___ [Q]이다.예문) ___ [R]은 한국어로 ___ [R]이다.예문) ___ [S]는 한국어로 ___ [S]이다.예문) ___ [T]는 한국어로 ___ [T]이다.예문) ___ [U]는 한국어로 ___ [U]이다.예문) ___ [V]는 한국어로 ___ [V]이다.예문) ___ [W]는 한국어로 ___ [W]이다.예문) ___ [X]는 한국어로 ___ [X]이,0.0
number_1,895,polyglot-ko-1.3b,"수 8217는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 수 8217는 영어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. ###################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################",0.0
number_1,896,polyglot-ko-1.3b,"수 8219는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 1234567890###########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################,0.0
number_1,897,polyglot-ko-1.3b,"수 8227는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 1.5억### 질문: 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################",0.0
number_1,898,polyglot-ko-1.3b,"수 8263는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 8263는 한국어로 얼마야? 수 8263는 한국어로 얼마야? 답은 8263가 아니라 8263다.### 질문: 너는 몇 살이야?수 8263는 한국어로 몇 살이야? 답은 8263가 아니라 8263다.### 질문: 너는 몇 개를 먹을 수 있어?수 8263는 한국어로 몇 개를 먹을 수 있어? 답은 8263가 아니라 8263다.### 질문: 너는 몇 살이야?수 8263는 한국어로 몇 살이야? 답은 8263가 아니라 8263다.### 질문: 너는 몇 살이야?수 8263는 한국어로 몇 살이야? 답은 8263가 아니라 8263다.### 질문: 너는 몇 개를 먹을 수 있어?수 8263는 한국어로 몇 개를 먹을 수 있어? 답은 8263가 아니라 8263다.### 질문: 너는 몇 살이야?수 8263는 한국어로 몇 살이야? 답은 8263가 아니라 8263다.### 질문: 너는 몇 개를 먹을 수 있어?수 8263는 한국어로 몇 개를 먹을 수 있어? 답은 8263가 아니라 8263다.### 질문: 너는 몇 개를 먹을 수 있어?수 8263는 한국어로 몇 개를 먹을 수 있어? 답은 8263가 아니라 8263다.### 질문: 너는 몇 개를 먹을 수 있어?수 8263는 한국어로 몇 개를 먹을 수 있어? 답은 8263가 아니라 8263다.### 질문: 너는 몇 개를 먹을 수 있어?수 8263는 한국어로 몇 개를 먹을 수 있어? 답은 8263가 아니라 8263다.### 질문: 너는 몇 개를 먹을 수 있어?수 8263는 한국어로 몇 개를 먹을 수 있어? 답은 8263가 아니라 8263다.### 질문: 너는 몇 개를 먹을 수 있어?수 8263는 한국어로 몇 개,0.0
number_1,899,polyglot-ko-1.3b,"수 8324는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", Address your questions at the end of the text. (Question A) Questions about questions at the end of the text. (Question B) Questions about questions at the end of the text. (Question C) Questions about questions at the end of the text. (Question D) Questions about questions at the end of the text. (Question E) Questions about questions at the end of the text. (Question F) Questions about questions at the end of the text. (Question G) Questions about questions at the end of the text. (Question H) Questions about questions at the end of the text. (Question I) Questions about questions at the end of the text. (Question J) Questions about questions at the end of the text. (Question K) Questions about questions at the end of the text. (Question L) Questions about questions at the end of the text. (Question M) Questions about questions at the end of the text. (Question N) Questions about questions at the end of the text. (Question O) Questions about questions at the end of the text. (Question Q) Questions about questions at the end,0.0
number_1,900,polyglot-ko-1.3b,"수 8327는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 8327는 한국어로 얼마야?(3) Q: Mr. Miller가 누구야?(2) A: Mr. Miller는 당신의 회사에 근무하는 사람이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 우리 회사에서 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책이야.(3) Q: 이 책은 무슨 책이야?(1) A: 이 책은 내가 만든 책,0.0
number_1,901,polyglot-ko-1.3b,"수 8370는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," (1) 질문: 수 8270는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (2) 질문: 수 8370는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (3) 질문: 수 8901은 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (4) 질문: 수 8902는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (5) 질문: 수 8903은 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (6) 질문: 수 8904는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (7) 질문: 수 8905는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (8) 질문: 수 8906은 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (9) 질문: 수 8907은 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (10) 질문: 수 8908은 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (11) 질문: 수 8909는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (12) 질문: 수 89010은 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (13) 질문: 수 89011은 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (14) 질문: 수 89012는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (15) 질문: 수 89013은 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해. (16) 질문",0.0
number_1,902,polyglot-ko-1.3b,"수 8374는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎㅎㅏ글을 한국어로 바꿔서 출력하세요.답변: 수 8374는 한국어로 얼마야? 답:...ㅎ�,0.0
number_1,903,polyglot-ko-1.3b,"수 8384는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384,",0.0
number_1,904,polyglot-ko-1.3b,"수 8393는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 예. ___###########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################,0.0
number_1,905,polyglot-ko-1.3b,"수 8396는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해."," 8396는 한국말을 영어로 번역한 것이고, 답은 8396가 된다. 답은 8396라고 답을 할 수 있는 것은 영어로는 하나의 글자밖에 없기 때문이다. 이 답은 영어의 기본글자를 이용해서 8396와 같은 한글로 번역한 것이다. 예를 들어 8396와 같은 한글이라는 글자를 이용해서 영어로 번역해보면 다음과 같다. 8396의 한글은 다음과 같다. 답은 8396이 된다. http://sunkorean.com/xe/index.php?mid=gnboard&document_srl=386464 공유하기 글 요소",0.0
number_1,906,polyglot-ko-1.3b,"수 8407는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.", 한글을 모르는 학생들을 위한 글자입니다. ^^답변자의 답글: 예. ^^,0.0
